CODIGO,ESTABLECIMIENTO,DEPARTAMENTO,MUNICIPIO,TELEFONO
13-26-7215-46,COOPERACION MESOAMERICANA PARA EL DESARROLLO Y LA PAZ COMADEP,HUEHUETENANGO,SANTA CRUZ BARILLAS,
13-27-1511-46,INSTITUTO MAYANCE AGUACATECO,HUEHUETENANGO,AGUACATAN,
13-27-6189-46,INSTITUTO GUATEMALTECO DE EDUCACION RADIOFONICA IGER,HUEHUETENANGO,AGUACATAN,
13-27-6427-46,INSTITUTO EDUCATIVO TULAN,HUEHUETENANGO,AGUACATAN,
13-27-6878-46,INSTITUTO MAYANCE AGUACATECO,HUEHUETENANGO,AGUACATAN,
13-28-0014-46,ASOCIACION DE MAESTROS DE EDUCACION RURAL DE GUATEMALA AMERG,HUEHUETENANGO,SAN RAFAEL PETZAL,
13-30-6606-46,INSTITUTO PRIVADO MIXTO CHIMB AL,HUEHUETENANGO,SANTIAGO CHIMALTENANGO,
13-31-0020-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,HUEHUETENANGO,SANTA ANA HUISTA,
13-31-7034-46,INSTITUTO PRIVADO MIXTO AURELIO BALDOR,HUEHUETENANGO,SANTA ANA HUISTA,
21-01-0105-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA LICEO JALAPA,JALAPA,JALAPA,
21-01-0108-46,INSTITUTO PRIVADO DE EDUCACION DIVERSIFICADA EL PORVENIR,JALAPA,JALAPA,
21-01-0273-46,INSTITUTO MUNICIPAL DE DIVERSIFICADO 2 DE JUNIO,JALAPA,JALAPA,
21-01-0293-46,INSTITUTO PARTICULAR MIXTO MODERNO JALAPANECO,JALAPA,JALAPA,
21-01-0320-46,INSTITUTO PRIVADO MIXTO DE BACHILLERATO POR MADUREZ CIENCIA Y DESARROLLO,JALAPA,JALAPA,
21-01-0793-46,INSTITUTO DE INGLES SIGLO 21,JALAPA,JALAPA,
21-01-1191-46,INSTITUTO GUATEMALTECO DE EDUCACION RADIOFONICA IGER,JALAPA,JALAPA,
21-04-1482-46,COLEGIO PARTICULAR MIXTO MADRE TERESA,JALAPA,SAN MANUEL CHAPARRON,
21-06-1194-46,ESCUELA NORMAL REGIONAL DE PARVULOS ADS A ESCUELA NORMAL REGIONAL DE ORIENTE LIC CLEMENTE MARROQUIN ROJAS,JALAPA,MONJAS,
21-06-1195-46,INSTITUTO TECNICO DE FORMACION INTEGRAL,JALAPA,MONJAS,
21-06-1426-46,COLEGIO TECNICO MIXTO MONTE NEVADO DE ORIENTE,JALAPA,MONJAS,
21-07-0402-46,DE ENSENANZA,JALAPA,MATAQUESCUINTLA,
22-01-0009-46,INSTITUTO DIV BACH EN CIEN Y LET ADOLFO V HALL,JUTIAPA,JUTIAPA,
22-01-0015-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA COLEGIO MODERNO JUTIAPANECO,JUTIAPA,JUTIAPA,
22-01-0256-46,ESCUELA DE ESTUDIOS PENITENCIARIOS,JUTIAPA,JUTIAPA,
22-01-0263-46,ESCUELA PRIVADA DE SECRETARIADO Y OFICINISTA,JUTIAPA,JUTIAPA,
22-01-0264-46,COLEGIO MODERNO JUTIAPANECO,JUTIAPA,JUTIAPA,
22-01-0353-46,ESCUELA NORMAL INTERCULTURAL,JUTIAPA,JUTIAPA,
22-01-0420-46,LICEO BILINGUE INTERAMERICANO JUTIAPA,JUTIAPA,JUTIAPA,
22-01-0421-46,LICEO BILINGUE INTERAMERICANO JUTIAPA,JUTIAPA,JUTIAPA,
22-01-0603-46,INSTITUTO PRIVADO MIXTO DE BACHILLERATO POR MADUREZ PLAN LIBRE CIENCIA Y DESARROLO,JUTIAPA,JUTIAPA,
22-01-0634-46,INSTITUTO DE BACHILLERATO POR MADUREZ JUTIAPA FIN DE SEMANA,JUTIAPA,JUTIAPA,
22-01-1613-46,INSTITUTO TECNICO PARTICULAR DE DIVERSIFICADO INTECPADI,JUTIAPA,JUTIAPA,
22-01-1997-46,INSTITUTO GUATEMALTECO DE EDUCACION RADIOFONICA IGER,JUTIAPA,JUTIAPA,
22-01-2133-46,ESCUELA REGIONAL DE HOTELERIA Y TURISMO ECOLOGICO,JUTIAPA,JUTIAPA,
22-01-2134-46,ESCUELA REGIONAL DE HOTELERIA Y TURISMO ECOLOGICO,JUTIAPA,JUTIAPA,
22-02-0006-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,JUTIAPA,EL PROGRESO,
22-03-2161-46,INSTITUTO VOCACIONAL POR COOPERATIVA,JUTIAPA,SANTA CATARINA MITA,
22-04-0604-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA DE CIENCIAS COMERCIALES,JUTIAPA,AGUA BLANCA,
22-05-0053-46,COLEGIO PARTICULAR MIXTO INTEGRAL JOSHUA,JUTIAPA,ASUNCION MITA,
22-05-2164-46,COLEGIO PARTICULAR MIXTO EL CARMEN POR MADUREZ,JUTIAPA,ASUNCION MITA,
22-05-2265-46,LICEO MITECO,JUTIAPA,ASUNCION MITA,
22-06-0001-46,INSTITUTO PARTICULAR MIXTO EL JICARO,JUTIAPA,YUPILTEPEQUE,
22-06-2294-46,INSTITUTO DIVERSIFICADO MUNICIPAL,JUTIAPA,YUPILTEPEQUE,
22-07-0330-46,INSTITUTO PARTICULAR MIXTO DE CIENCIAS COMERCIALES,JUTIAPA,ATESCATEMPA,
22-07-2198-46,LICEO ATESCATEMPA,JUTIAPA,ATESCATEMPA,
22-12-0021-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,JUTIAPA,JALPATAGUA,
22-12-0030-46,CPMI EVANGELICO SAMARIA,JUTIAPA,JALPATAGUA,
22-12-1507-46,COLEGIO PARTICULAR MIXTO LICEO ORIENTAL,JUTIAPA,JALPATAGUA,
22-12-2462-46,COLEGIO EVANGELICO CRISTIANO RIOS DE AGUA VIVA,JUTIAPA,JALPATAGUA,
22-14-0032-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,JUTIAPA,MOYUTA,
22-14-2276-46,INSTITUTO DIVERSIFICADO MUNICIPAL,JUTIAPA,MOYUTA,
22-14-2563-46,COLEGIO PARTICULAR MIXTO JOSE CECILIO DEL VALLE,JUTIAPA,MOYUTA,
22-16-2528-46,LICEO SAN JOSE,JUTIAPA,SAN JOSE ACATEMPA,
17-01-0035-46,INSTITUTO PRIVADO DE EDUCACION DIVERSIFICADA DIEGO AMERICO CETINA PACHECO,PETEN,FLORES,
17-01-0038-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA LA PARROQUIA DE SECRETARIADO JN,PETEN,FLORES,
17-01-0039-46,INSTITUTO NOCTURNO DE CIENCIAS COMERCIALES Y ACADEMIA ANEXA,PETEN,FLORES,
17-01-0058-46,LICEO PETENERO EN CIENCIAS ADMINISTRATIVAS RECURSOS NATURALES Y TURISMO,PETEN,FLORES,
17-01-0065-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,PETEN,FLORES,
17-01-0172-46,INSTITUTO PRIVADO DE EDUCACION DIVERSIFICADO B0KOBA,PETEN,FLORES,
17-01-1183-46,INEB ADSC ESCUELA NORMAL RURAL NO 5 JULIO E ROSADO,PETEN,FLORES,
17-01-3316-46,INSTITUTO GUATEMALTECA DE EDUCACION RADIOFONICA IGER,PETEN,FLORES,
17-01-3415-46,INSTITUTO NOCTURNO DE EDUCACION INTEGRAL,PETEN,FLORES,
17-01-4142-46,COLEGIO MIXTO CRISTIANO REY DE REYES,PETEN,FLORES,
17-02-2382-46,INSTITUTO MUNICIPAL DE BACHILLERATO EN CIENCIAS Y LETRAS,PETEN,SAN JOSE,
17-03-0024-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,PETEN,SAN BENITO,
17-03-0084-46,LICEO CRISTIANO BILINGUE JEHOVA JIREH,PETEN,SAN BENITO,
17-03-0085-46,LICEO CRISTIANO BILINGUE JEHOVA JIREH,PETEN,SAN BENITO,
17-03-0121-46,COLEGIO PRIVADO MIXTO EL FORMADOR,PETEN,SAN BENITO,
17-03-0146-46,CENTRO EDUCACINAL DE CIENCIAS CONTABLES CECCON,PETEN,SAN BENITO,
17-03-1053-46,INSTITUTO PARTICULAR MIXTO DE EDUCACION MEDIA PLAN SABATINO,PETEN,SAN BENITO,
17-03-2236-46,COLEGIO RABY BATAB,PETEN,SAN BENITO,
17-03-2249-46,COLEGIO PRIVADO MIXTO RABY BATAB,PETEN,SAN BENITO,
17-03-2833-46,LICEO PALERMO,PETEN,SAN BENITO,
17-03-2981-46,COLEGIO RABY BATAB,PETEN,SAN BENITO,
17-03-3881-46,ESCUELA DE CIENCIAS COMERCIALES SAN ANTONIO DE PADUA,PETEN,SAN BENITO,
17-04-0483-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA DE CIENCIAS COMERCIALES,PETEN,SAN ANDRES,
17-04-2974-46,CENTRO DE FORMACION DE MAESTROS DE EDUCACION PRIMARIA URBANA,PETEN,SAN ANDRES,
17-04-3953-46,LICEO SACPUY LISAC,PETEN,SAN ANDRES,
17-05-0167-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,PETEN,LA LIBERTAD,
17-05-0188-46,COLEGIO PRIVADO MIXTO JESUS EL DIVINO MAESTRO JEDIMA,PETEN,LA LIBERTAD,
17-05-0230-46,INSTITUTO MIXTO DE EDUCACION BILINGUE INTERCULTURAL IMEBI VISTA HERMOSA,PETEN,LA LIBERTAD,
17-05-0490-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA DE BACHILLERATO EN CIENCIAS Y LETRAS JN,PETEN,LA LIBERTAD,
17-05-1136-46,INSTITUTO PRIVADO MIXTO DE CIENCIAS COMERCIALES,PETEN,LA LIBERTAD,
17-05-1308-46,INSTITUTO PRIVADO MIXTO NOCTURNO,PETEN,LA LIBERTAD,
17-05-2230-46,INSTITUTO PRIVADO MIXTO NOCTURNO DE CIENCIAS COMERCIALES,PETEN,LA LIBERTAD,
17-05-3659-46,COLEGIO PRIVADO MIXTO EL DIVINO MAESTRO,PETEN,LA LIBERTAD,
17-05-3673-46,COLEGIO PRIVADO MIXTO DE CIENCIAS COMERCIALES Y AMBIENTALES,PETEN,LA LIBERTAD,
17-05-3885-46,COLEGIO MIXTO ADVENTISTA GETSEMANI,PETEN,LA LIBERTAD,
17-05-4181-46,COLEGIO PRIVADO MIXTO EL DIVINO MAESTRO,PETEN,LA LIBERTAD,
17-06-0014-46,INSTITUTO TECNICO MUNICIPAL DE FORMACION,PETEN,SAN FRANCISCO,
17-06-1045-46,COLEGIO VOCACIONAL DE CIENCIAS COMERCIALES,PETEN,SAN FRANCISCO,
17-06-3208-46,COLEGIO SAN FRANCISCO DE ASIS,PETEN,SAN FRANCISCO,
17-07-1219-46,ESCUELA DE CIENCIAS COMERCIALES SANTA ANA,PETEN,SANTA ANA,
17-08-0054-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,PETEN,DOLORES,
17-08-0063-46,CENTRO EDUCATIVO TECNICO PORTILLO CETPORT,PETEN,DOLORES,
17-08-0484-46,INSTITUTO PRIVADO DE CIENCIAS COMERCIALES ANTONIO BUSTAMENTE,PETEN,DOLORES,
17-08-0489-46,ESCUELA DE COMERCIO,PETEN,DOLORES,
17-09-0121-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,PETEN,SAN LUIS,
17-09-0150-46,ESCUELA DE EDUCACION INTEGRAL,PETEN,SAN LUIS,
17-09-0151-46,ESCUELA DE EDUCACION INTEGRAL,PETEN,SAN LUIS,
17-09-0152-46,ESCUELA DE EDUCACION INTEGRAL,PETEN,SAN LUIS,
17-09-0155-46,COLEGIO MIXTO PRIVADO EBEN EZER,PETEN,SAN LUIS,
17-09-0156-46,COLEGIO MIXTO PRIVADO EBEN EZER,PETEN,SAN LUIS,
17-09-1105-46,ESCUELA PRIVADA DE CIENCIAS COMERCIALES,PETEN,SAN LUIS,
17-09-3970-46,LICEO TECNICO CRISTIANO LA ESPERANZA,PETEN,SAN LUIS,
17-09-4146-46,COLEGIO MIXTO CRISTIANO REY DE REYES,PETEN,SAN LUIS,
17-09-4152-46,COLEGIO NA LEB,PETEN,SAN LUIS,
17-10-0143-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,PETEN,SAYAXCHE,
17-11-0361-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA DE CIENCIAS COMERCIALES,PETEN,MELCHOR DE MENCOS,
17-11-3724-46,COLEGIO MIXTO PARTICULAR NUEVA VIDA,PETEN,MELCHOR DE MENCOS,
17-11-4119-46,ENBI CENTRO EDUCATIVO MELCHOR,PETEN,MELCHOR DE MENCOS,
17-12-0082-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,PETEN,POPTUN,
17-12-3469-46,INSTITUTO PRIVADO MIXTO DE EDUCACION BASICA Y BACHILLERATO POR MADUREZ,PETEN,POPTUN,
17-12-3540-46,COLEGIO PRIVADO MIXTO MACHAQUIL HA,PETEN,POPTUN,
17-12-3710-46,INSTITUTO DE MAGISTERIO EDUCACION PRIMARIA INTERCULTURAL POR COOPERATIVA,PETEN,POPTUN,
17-12-3732-46,INSTITUTO NORMAL POR COOPERATIVA MAGISTERIO PRIMARIA INTERCULTURAL,PETEN,POPTUN,
11-01-0077-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA TECNICO INDUSTRIAL RETALTECO,RETALHULEU,RETALHULEU,
11-01-0126-46,INSTITUTO IBEROAMERICANO DE ESTUDIOS AVANZADOS DE RETALHULEU,RETALHULEU,RETALHULEU,
11-01-0127-46,INSTITUTO IBEROAMERICANO DE ESTUDIOS AVANZADOS DE RETALHULEU,RETALHULEU,RETALHULEU,
11-01-0140-46,INSTITUTO PRIVADO BASICO Y BACHILLERATO POR MADUREZ DESARROLLO INTEGRADOR,RETALHULEU,RETALHULEU,
11-01-0142-46,INSTITUTO IBEROAMERICANO DE ESTUDIOS AVANZADOS DE RETALHULEU,RETALHULEU,RETALHULEU,
11-01-0143-46,INSTITUTO IBEROAMERICANO DE ESTUDIOS AVANZADOS DE RETALHULEU,RETALHULEU,RETALHULEU,
11-01-0159-46,INSTITUTO IBEROAMERICANO DE ESTUDIOS AVANZADOS DE RETALHULEU,RETALHULEU,RETALHULEU,
11-01-0895-46,ESCUELA NACIONAL DE CIENCIAS COMERCIALES ADS INSTITUTO NORMAL MIXTO CARLOS DUBON,RETALHULEU,RETALHULEU,
11-01-1253-46,INSTITUTO GUATEMALTECO DE EDUCACION RADIOFONICA IGER,RETALHULEU,RETALHULEU,
11-01-1288-46,COLEGIO DE CIENCIAS SAN INIGO,RETALHULEU,RETALHULEU,
11-01-1329-46,COLEGIO CIENTIFICO ALBERT EINSTEIN,RETALHULEU,RETALHULEU,
11-02-1498-46,CENTRO EDUCACIONAL MARIA ALICIA GUTIERREZ,RETALHULEU,SAN SEBASTIAN,
11-03-1383-46,INSTITUTO OFICIAL DEL NIVEL MEDIO CICLO DE EDUCACION DIVERSIFICADA DE TELEBACHILLERATO,RETALHULEU,SANTA CRUZ MULUA,
11-04-0116-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA SAN FELIPE JV,RETALHULEU,SAN MARTIN ZAPOTITLAN,
11-04-0117-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA COLEGIO SEMINARIO EVANGELICO PRESBITERIANO JV,RETALHULEU,SAN MARTIN ZAPOTITLAN,
11-05-0116-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA SAN FELIPE,RETALHULEU,SAN FELIPE,
11-05-0140-46,LICEO PRIVADO MIXTO DE CIENCIAS COMERCIALES,RETALHULEU,SAN FELIPE,
11-05-0144-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA LICEO DE SECRETARIADO COMERCIAL,RETALHULEU,SAN FELIPE,
11-05-0359-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA BACHILLERATO POR MADUREZ SAN FELIPE,RETALHULEU,SAN FELIPE,
11-05-1111-46,COLEGIO MIXTO GUATEMALA COMIXGUA,RETALHULEU,SAN FELIPE,
11-05-1113-46,COLEGIO MIXTO GUATEMALA COMIXGUA,RETALHULEU,SAN FELIPE,
11-05-1304-46,,RETALHULEU,SAN FELIPE,
11-05-1520-46,INSTITUTO PARTICULAR MIXTO SAN FELIPE,RETALHULEU,SAN FELIPE,
11-06-0188-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA COLEGIO MINERVA,RETALHULEU,SAN ANDRES VILLA SECA,
11-06-1470-46,COLEGIO CIENTIFICO INDUSTRIAL EL TRIUNFO,RETALHULEU,SAN ANDRES VILLA SECA,
03-01-0054-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA COLEGIO MERCANTIL ANTIGUENO,SACATEPEQUEZ,ANTIGUA GUATEMALA,
03-01-0278-46,COLEGIO CENTRAL,SACATEPEQUEZ,ANTIGUA GUATEMALA,
03-01-0380-46,INSTITUTO PARA SECRETARIAS Y OFICINISTAS CON ORIENT JURIDICA EN ADMON HOTELERA,SACATEPEQUEZ,ANTIGUA GUATEMALA,
03-01-1017-46,LICEO TERESA DE AVILA,SACATEPEQUEZ,ANTIGUA GUATEMALA,
03-01-1034-46,CENTRO PEDAGOGICO ANTIGUENO,SACATEPEQUEZ,ANTIGUA GUATEMALA,
03-01-1077-46,COLEGIO TECNICO CIENTIFICO SAN MIGUEL,SACATEPEQUEZ,ANTIGUA GUATEMALA,
03-01-1100-46,CENTRO PROFESIONAL EDUCATIVO CPE,SACATEPEQUEZ,ANTIGUA GUATEMALA,
03-01-1304-46,COLEGIO MIXTO POLITECNICO PEDAGOGICO,SACATEPEQUEZ,ANTIGUA GUATEMALA,
03-01-1308-46,COLEGIO MERCANTIL ANTIGUENO,SACATEPEQUEZ,ANTIGUA GUATEMALA,
03-01-1344-46,COLEGIO SISTEMA EDUCATIVO LATINOAMERICANO SEL,SACATEPEQUEZ,ANTIGUA GUATEMALA,
03-02-0002-46,LICEO EN CIENCIAS COMERCIALES,SACATEPEQUEZ,JOCOTENANGO,
03-02-0004-46,LICEO EN CIENCIAS COMERCIALES,SACATEPEQUEZ,JOCOTENANGO,
03-02-1106-46,ESCUELA NORMAL DE EDUCACION FISICA,SACATEPEQUEZ,JOCOTENANGO,
03-02-1423-46,LICEO MIXTO BILINGUE EMPRESARIAL,SACATEPEQUEZ,JOCOTENANGO,
03-02-1424-46,LICEO MIXTO BILINGUE EMPRESARIAL,SACATEPEQUEZ,JOCOTENANGO,
03-04-1008-46,INSTITUTO GUATEMALTECO DE EDUCACION RADIOFONICA IGER,SACATEPEQUEZ,SUMPANGO,
03-04-1119-46,COLEGIO VIRTUD Y CIENCIA POR MADUREZ,SACATEPEQUEZ,SUMPANGO,
03-05-1133-46,INSTITUTO MIXTO PRIVADO NAWAL WINAQ,SACATEPEQUEZ,SANTO DOMINGO XENACOJ,
03-05-1259-46,INSTITUTO MIXTO MUNICIPAL NAWAL,SACATEPEQUEZ,SANTO DOMINGO XENACOJ,
03-06-1256-46,INSTITUTO MIXTO MUNICIPAL SANTIAGO SACATEPEQUEZ,SACATEPEQUEZ,SANTIAGO SACATEPEQUEZ,
03-06-1258-46,INSTITUTO MIXTO MUNICIPAL SANTIAGO SACATEPEQUEZ,SACATEPEQUEZ,SANTIAGO SACATEPEQUEZ,
03-08-0152-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA CENTRO EDUCATIVO GETSEMANI JI,SACATEPEQUEZ,SAN LUCAS SACATEPEQUEZ,
03-08-0153-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA CENTRO EDUCATIVO GETSEMANI,SACATEPEQUEZ,SAN LUCAS SACATEPEQUEZ,
03-08-0233-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA LOURDES,SACATEPEQUEZ,SAN LUCAS SACATEPEQUEZ,
03-08-0779-46,INSTITUTO MIXTO PARTICULAR JOSE JOAQUIN PALMA,SACATEPEQUEZ,SAN LUCAS SACATEPEQUEZ,
03-09-1134-46,INSTITUTO DIVERSIFICADO POR COOPERATIVA DE ENSENANZA,SACATEPEQUEZ,SANTA LUCIA MILPAS ALTAS,
03-14-0034-46,CENTRO EDUCATIVO MIXTO LICEO DEL VALLE,SACATEPEQUEZ,ALOTENANGO,
03-14-0843-46,COLEGIO MIXTO ALOTENANGO,SACATEPEQUEZ,ALOTENANGO,
03-14-1249-46,COLEGIO SAN JUAN ALOTENANGO,SACATEPEQUEZ,ALOTENANGO,
03-16-1442-46,INSTITUTO MUNICIPAL DE EDUCACION BASICA Y BACHILLERATO POR MADUREZ,SACATEPEQUEZ,SANTA CATARINA BARAHONA,
07-01-0105-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA,SOLOLA,SOLOLA,
07-01-0497-46,INSTITUTO PRIVADO PARA VARONES DE EDUCACION DIVERSIFICADA,SOLOLA,SOLOLA,
07-01-0572-46,INSTITUTO PRIVADO MIXTO CIENCIA Y DESARROLLO,SOLOLA,SOLOLA,
07-01-2687-46,INSTITUTO GUATEMALTECO DE EDUCACION RADIOFONICA IGER,SOLOLA,SOLOLA,
07-01-2795-46,INSTITUTO EDUCATIVO TULAN,SOLOLA,SOLOLA,
07-06-0039-46,INEB,SOLOLA,SANTA CATARINA IXTAHUACAN,
07-06-2825-46,INSTITUTO DIVERSIFICADO NORMAL MIXTO POR COOPERATIVA K AK AQ ABAL,SOLOLA,SANTA CATARINA IXTAHUACAN,
07-09-0008-46,CENTRO EDUCATIVO MAYA KIKOTEM,SOLOLA,SAN ANDRES SEMETABAJ,
07-09-2414-46,ESCUELA NORMAL BILINGUE PRIVADA KIKOTEN,SOLOLA,SAN ANDRES SEMETABAJ,
07-10-2219-46,COLEGIO PRIVADO URBANO PARA VARONES ATITLAN,SOLOLA,PANAJACHEL,
07-10-2756-46,COLEGIO INTERNACIONAL JOSE MARTI,SOLOLA,PANAJACHEL,
07-10-3106-46,INSTITUTO COEDUCATIVO DIVERSIFICADO PRIVADO,SOLOLA,PANAJACHEL,
07-13-2799-46,INSTITUTO EDUCATIVO TULAN,SOLOLA,SAN LUCAS TOLIMAN,
07-19-2701-46,CENTRO EDUCATIVO COMUNITARIO ATITLAN CEDUCA,SOLOLA,SANTIAGO ATITLAN,
10-01-0069-46,INSTITUTO OFICIAL MIXTO DE EDUCACION BASICA LIC JULIO CESAR MENDEZ MONTENEGRO,SUCHITEPEQUEZ,MAZATENANGO,
10-01-0081-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA REPUBLICA DE GUATEMALA,SUCHITEPEQUEZ,MAZATENANGO,
10-01-0087-46,INSTITUTO DIV BACHILLERATO ADSC AL INSTITUTO RAFAEL LANDIVAR,SUCHITEPEQUEZ,MAZATENANGO,
10-01-0091-46,INSTITUTO PRIVADO PARA SENORITAS DE EDUCACION DIVERSIFICADA NICHOLS,SUCHITEPEQUEZ,MAZATENANGO,
10-01-0096-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA DE CIENCIAS COMERCIALES,SUCHITEPEQUEZ,MAZATENANGO,
10-01-0112-46,COLEGIO PRIVADO MIXTO EL REDENTOR,SUCHITEPEQUEZ,MAZATENANGO,
10-01-0258-46,COLEGIO PANAMERICANO CON MODALIDAD A DISTANCIA,SUCHITEPEQUEZ,MAZATENANGO,
10-01-0328-46,COLEGIO PRIVADO MIXTO PESTALOZZI,SUCHITEPEQUEZ,MAZATENANGO,
10-01-0329-46,COLEGIO PRIVADO MIXTO ROSARIO,SUCHITEPEQUEZ,MAZATENANGO,
10-01-0342-46,COLEGIO PRIVADO MIXTO GALILEO GALILEI,SUCHITEPEQUEZ,MAZATENANGO,
10-01-0880-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA CIENCIA Y DESARROLLO PLAN FIN DE SEMANA,SUCHITEPEQUEZ,MAZATENANGO,
10-01-1955-46,COLEGIO PRIVADO MIXTO PANAMERICANO,SUCHITEPEQUEZ,MAZATENANGO,
10-01-2106-46,INSTITUTO PRIVADO MIXTO CENTRAL DE SUCHITEPEQUEZ,SUCHITEPEQUEZ,MAZATENANGO,
10-01-2213-46,INSTITUTO GUATEMALTECO DE EDUCACION RADIOFONICA IGER,SUCHITEPEQUEZ,MAZATENANGO,
10-01-2281-46,COOPERACION MESOAMERICANA PARA EL DESARROLLO Y LA PAZ,SUCHITEPEQUEZ,MAZATENANGO,
10-01-2500-46,COLEGIO PRIVADO MIXTO SAN FRANCISCO DE ASIS,SUCHITEPEQUEZ,MAZATENANGO,
10-01-2501-46,COLEGIO PRIVADO MIXTO SAN FRANCISCO DE ASIS,SUCHITEPEQUEZ,MAZATENANGO,
10-01-2693-46,INSTITUTO PRIVADO CRISTIANO MESOAMERICANO,SUCHITEPEQUEZ,MAZATENANGO,
10-02-0004-46,COLEGIO TECNICO PRIVADO MIXTO EL REDENTOR,SUCHITEPEQUEZ,CUYOTENANGO,
10-02-0005-46,COLEGIO TECNICO PRIVADO MIXTO EL REDENTOR,SUCHITEPEQUEZ,CUYOTENANGO,
10-02-0032-46,INSTITUTO NACIONAL DE EDUCACION DIVERSIFICADA CUYOTENANGO,SUCHITEPEQUEZ,CUYOTENANGO,
10-02-2184-46,COLEGIO CRISTIANO PRIVADO MIXTO SAN JOSE,SUCHITEPEQUEZ,CUYOTENANGO,
10-02-2224-46,COLEGIO PRIVADO MIXTO CENTRO DE ESTUDIOS AVANZADOS NUEVO HORIZONTE,SUCHITEPEQUEZ,CUYOTENANGO,
10-02-2226-46,COLEGIO PRIVADO MIXTO CENTRO DE ESTUDIOS AVANZADOS NUEVO HORIZONTE POR MADUREZ,SUCHITEPEQUEZ,CUYOTENANGO,
10-03-2319-46,COLEGIO PRIVADO MIXTO EL TRIUNFO,SUCHITEPEQUEZ,SAN FRANCISCO ZAPOTITLAN,
10-06-2286-46,COLEGIO PRIVADO MIXTO DE DIVERSIFICADO SHALEM,SUCHITEPEQUEZ,SANTO DOMINGO SUCHITEPEQUEZ,
10-06-2417-46,COLEGIO PRIVADO MIXTO SHALEM,SUCHITEPEQUEZ,SANTO DOMINGO SUCHITEPEQUEZ,
10-06-2446-46,INSTITUTO PRIVADO MIXTO TECNOLOGIA Y DESARROLLO,SUCHITEPEQUEZ,SANTO DOMINGO SUCHITEPEQUEZ,
10-07-2509-46,COLEGIO PRIVADO MIXTO LICEO LORENZANO,SUCHITEPEQUEZ,SAN LORENZO,
10-09-2494-46,INSTITUTO TECNICO INDUSTRIAL,SUCHITEPEQUEZ,SAN PABLO JOCOPILAS,
10-10-0049-46,INSTITUTO NORMAL PRIVADO MIXTO SANTO TOMAS,SUCHITEPEQUEZ,SAN ANTONIO SUCHITEPEQUEZ,
10-10-0077-46,INSTITUTO TECNICO COMERCIAL SAN ANTONIO,SUCHITEPEQUEZ,SAN ANTONIO SUCHITEPEQUEZ,
10-12-0015-46,INSTITUTO PRIVADO DEL SUR,SUCHITEPEQUEZ,SAN GABRIEL,
10-13-0882-46,INSTITUTO PRIVADO MIXTO DE EDUCACION DIVERSIFICADA DE BACHILLERATO POR MADUREZ,SUCHITEPEQUEZ,CHICACAO,
10-14-0071-46,COLEGIO CRISTIANO EMMANUEL,SUCHITEPEQUEZ,PATULUL,
10-14-0358-46,INSTITUTO PRIVADO MIXTO DE EDUCACION BASICA Y C C GUILLERMO PUTZEYS ALVAREZ JI,SUCHITEPEQUEZ,PATULUL,
